lemma_id	lemma
476	fäden
477	ab gewesen
478	anzusetzen
479	finger
480	an eine
481	walze
482	setzen
483	gekonnt
484	hast
485	ausrichten
486	ansetzen
487	stuhl
488	still
489	gestanden
490	dicke
491	kurzarmig
492	seite
493	kannst mir
494	durch
495	anhingekommen
496	cirka
497	achtzig
498	neunzig
499	abliefern
500	denn
501	leistungsabhängiger
502	akkord
503	aufgeschrieben
504	wie viele
505	stunden
506	für eine
507	leistung
508	aufseher
509	viermal
510	vorbei
511	macht
512	mühe
513	natürlich
514	paar
515	fränklein
516	sparen
517	acht
518	ausland
519	wie es
520	ä
521	früher
522	löhne
523	hafner
524	vermögen
525	absolut
526	nichts
527	jesses gott
528	allernötigste
529	feierabend
530	meister
531	stunde
532	arbeiter
533	regierungsrat
534	so viel
535	vorarbeiter
536	gespielt
537	schreiner
538	gelehrt
539	lehre
540	ihr
541	anno
542	vierunddreissig
543	sechsundreissig
544	dreijährig
545	gewusst
546	gefasst
547	wenn es
548	gibt
549	krisenjahr
550	wenig
551	anders
552	mi
553	tornister
554	parat
555	kabut
556	aufgebunden
557	ersten
558	tag
559	mobilmachung
560	einheit
561	bataillon
562	nidwaldner
563	beim
564	landwehrbataillons
565	hundert
566	hundertacht
567	hundertsiebenundvierzig
568	landwehrbataillon
569	gegen
570	vierzig
571	vierer jahrgang
572	fünfunddreissig
573	eines
574	morgens
575	gehört
576	marschmusik
577	lauf
578	radio
579	marschplatte
580	alten
581	tell
582	geheissen
583	sehe
584	kaufen
585	aufgetan
586	gefällt
587	sieht
588	punkt
589	zwölf
590	sendung
591	schweizerische
592	bundesrat
593	bekannt
594	firma
595	buochs
596	innenausbau
597	gehe
598	nachmittag
599	werkzeug
600	zusammenpacken
601	wenigstens
602	nötigste
603	gemacht
604	urlaub
605	weiter
606	geht
607	anderer
608	militär
609	ziemlich
610	sicher
611	buechsig
612	herr
613	doktor
614	odermatt
615	innen
616	ausbau
617	seinen
618	geschäft
619	eingerückt
620	mache
621	neben
622	letzte
623	feldweibel
624	einrücken
625	getan
626	fremde
627	leute
628	geflickt
629	gelismet
630	ganze
631	röcklein
632	sogar
633	blüslein
634	zeug
635	putzen
636	froh
637	wil
638	aussen
639	kaserne
640	hüttlein
641	kiosk
642	besorgst
643	zu mittag
644	sollte
645	mittag
646	herhin
647	vom
648	elf
649	eins
650	mitnehmen
651	velo
652	halb sechs
653	darinnen
654	zu nacht
655	werden
656	offen
657	bäcker
658	bringt
659	laufend
660	kuchen
661	runde
662	bleche
663	apfelkuchen
664	zwetschgenkuchen
665	sämtliche
666	militärartikel
667	karten
668	militärkarten
669	putzstöcke
670	militärsäcke
671	brotsäcke
672	süssigkeiten
673	schokolade
674	engelbergerstrasse
675	gewohnt
676	wohnung
677	dreizimmerwohnung
678	älter
679	weder
680	unser
681	zu ihm
682	haben sie
683	köchin
684	hat ihn
685	bett
686	herrschaft
687	dorfplatz
688	gelost
689	schläft
690	denken
691	sorgen
692	echt
693	läuft
694	umeinander
695	dunkeln
696	angst
697	anfangig
698	weitergegangen
699	zeitung
700	ausgeschrieben
701	zu wenig
702	unterkünfte
703	unteroffiziere
704	irgend
705	voriges
706	dienst
707	neujahr
708	entlassen
709	hundertfünfundvierzig
710	territorialbataillon
711	altersmässig
712	umgeteilt
713	neunzehnvierzig
714	gemeldet
715	anbiete
716	schlafzimmer
717	eheschlafzimmer
718	vermietet
719	käme
720	pro
721	nacht
722	zurückgeschrieben
723	seinem
724	basler
725	umbetten
726	zimmer
727	dritten
728	couch
729	richtiges
730	kinderbett
731	grosses
732	kinderbettlein
733	übergekommen
734	gang
735	unteroffizier
736	unfall
737	fallschirm
738	abgesprungen
739	fuss
740	verletzt
741	entbehren
742	könnten
743	nutzen
744	könnt es
745	will
746	sold
747	gegönnt
748	heimbringen
749	leben
750	lebensmittelkarten
751	anken
752	gebraucht
753	kochen
754	ai
755	metzger
756	metzgerei
757	wirtschaft
758	hochbetrieb
759	ihnen
760	gläser
761	spülen
762	habe ihnen
763	metzgerwäsche
764	ausgeholfen
765	befreundet
766	schönes
767	stücklein
768	fleisch
769	dass man
770	studieren
771	nein
772	rosmarie
773	irene
774	zweiundvierzig
775	vierundvierzig
776	während
777	einquartiert
778	fourier
779	nette
780	schlüssel
781	aussen aufhin
782	häuslein
783	steht
784	stiege
785	rechts
786	mängist
787	früh
788	gewaschen
789	küche
790	niener
791	bad
792	dusche
793	wc
794	tröglein
795	kalt
796	warm
797	wasser
798	a
799	plumps
800	klosett
801	anderes
802	zufrieden
803	jedem
804	tüchlein
805	anhingehängt
806	betten
807	anfang
808	tue
809	gebettet
810	ganzen
811	kaum
812	schuhe
813	selber
814	geputzt
815	bund
816	zugeschickt
817	weiss ich
818	zimmergeld
819	erinnern
820	an den
821	mai
822	hitler
823	frankreich
824	überfallen
825	strube
826	seiner
827	wohin
828	müssen wir
829	bräntschilig
830	he
831	wo man
832	neuenkirch
833	schlimm
834	bereitstellung
835	auto
836	unteroffizieren
837	nahe
838	schulhaus
839	komme
840	dir
841	klopfen
842	jalousie
843	zusammen
844	geklopft
845	passiert
846	autos
847	engelberg
848	gefahren
849	blumenstöcke
850	blumenkistlein
851	mögliche
852	oben
853	retten
854	blumenstöcken
855	aufladen
856	wacht
857	stall
858	seien
859	männer
860	gebägget
861	gibt es
862	klaus
863	hand
864	offiziere
865	deutsche
866	behaupten
867	fernsehen
868	wahrheit
869	wahr
870	verschont
871	wenn wir
872	enge
873	engpässe
874	hart
875	ihren
876	unleidig
877	geflucht
878	deutsch
879	huren
880	wüstes
881	wort
882	wortschatz
883	gemault
884	gottes
885	namen
886	angefangen
887	geschäften
888	gefühl
889	bessere
890	zeiten
891	reichen
892	aushin
893	haben es
894	schränken
895	bank
896	investieren
897	tun
898	geringer
899	geht es
900	tun wir
901	anfangen
902	werkstatt
903	daa
904	wagner
905	franz
906	wo er
907	tätest
908	verlehnen
909	übernehmen
910	käuflich
911	nehme
912	ich sie
913	uralt
914	transmissionsriemen
915	riemen
916	wegnehmen
917	bankwerkstatt
918	ohne
919	heizung
920	gemietet
921	heizen
922	spüre
923	cousin
924	bern
925	lediger
926	oberzoll
927	direktion
928	höheres
929	los
930	eduard
931	tüchtiger
932	willst
933	selbstständig
934	sigfried
935	holz
936	ihm
937	sechstausend
938	hat ihm es
939	zu einem
940	bankzins
941	verzinst
942	keinen
943	zins
944	umhingeben
945	gewissen
946	stolz
947	schwiegervater
948	zurück
949	geben
950	siehst
951	erbschleicher
952	man es
953	gottesnamen
954	aufgebote
955	bekommen
956	aufgebot
957	wochenlang
958	nächte
959	durchhingeschafft
960	firmen
961	tüchtig
962	überall
963	geh
964	e***
965	frisch
966	frauenkloster
967	frei
968	fürst
969	bürgenstock
970	habt
971	dankbar
972	seid
973	anfänger
974	mache euch
975	kontozahlung
976	retour zahlen
977	fertig
978	lehrling
979	meisterprüfung
980	abende
981	luzern
982	abendkurse
983	wind
984	wetter
985	schnee
986	lehrlinge
987	mitkommen
988	tut
989	schulbildung
990	deren
991	sekundarschule
992	berufsschule
993	mindestens
994	müssen sie
995	primarschule
996	schämen
997	lehrst
998	helfe
999	tue dir
1000	frau
1001	damenschneiderin
1002	freien
1003	handarbeitsschule
1004	zu vorderst
1005	gesessen
1006	werde
1007	herren
1008	höhere
1009	aufgezählt
1010	dreizehn
1011	schuh
1012	bungg
1013	schulbank
1014	jaja
1015	hinterhin
1016	zuhinterst
1017	da vorne
1018	pause
1019	krienbach
1020	wirtschäftlein
1021	trinken
1022	ginge es
1023	vergessen
1024	gemerkt
1025	gebe
1026	kommst
1027	allerlei
1028	tust
1029	briefe
1030	schreiben
1031	ding
1032	verdanken
1033	aufträge
1034	machst
1035	schreibst
1036	rechnen
1037	einzig
1038	gute
1039	aufsätze
1040	canisius
1041	älterer
1042	lehrer
1043	appenzeller
1044	vorbeigelaufen
1045	daraufgelangt
1046	zu hilfe
1047	gefragt
1048	habe ihn
1049	eingeladen
1050	kaffee
1051	lehrerin
1052	dazu
1053	schneiderin
1054	sohn
1055	minenwerfer
1056	eingesetzt
1057	neues
1058	super
1059	genie
1060	scheint es
1061	guter
1062	schütze
1063	geschossen
1064	etwer
1065	haben ihn
1066	verehrt
1067	preicht
1068	weisst
1069	präzise
1070	getroffen
1071	wenn sie
1072	interessant
1073	kurs
1074	extra
1075	reizt
1076	oberleutnant
1077	zählen
1078	haben sie ihm
1079	korporal
1080	gern
1081	adjutant
1082	aha
1083	bekrämst
1084	gefreiter
1085	auszeichnung
1086	guten
1087	soldaten
1088	einzige
1089	freut
1090	stroh
1091	liegen
1092	zugeteilt
1093	meiste
1094	ist ihm
1095	würde
1096	interessieren
1097	kriegsverlauf
1098	politischen
1099	ereignisse
1100	mitbekommen
1101	keiner
1102	politik
1103	total
1104	liberaler
1105	hätten
1106	mitübergekommen
1107	hischtorisch
1108	verein
1109	reden
1110	verzählen
1111	bisslein
1112	plötzlich
1113	flühler
1114	theater
1115	mitgemacht
1116	kostüme
1117	spieler
1118	altem
1119	möglichst
1120	gekostet
1121	einunddreissig
1122	lang
1123	vergebens
1124	präsident
1125	theatergesellschaft
1126	kaiser
1127	joseph
1128	geredet
1129	zahnarzt
1130	besser
1131	verzählt
1132	schwarz
1133	metzgen
1134	irgendwo
1135	kalb
1136	gekauft
1137	sau
1138	maul
1139	tan
1140	ghisse
1141	nachbarn
1142	schlachten
1143	anhinhaben
1144	mehrbesseren
1145	armen
1146	teufel
1147	nachgemacht
1148	amstad
1149	nett
1150	unter
1151	anderem
1152	student
1153	anwalt
1154	glaube ich
1155	ständerat
1156	kollegi
1157	postauto
1158	so ein
1159	bus
1160	teilen
1161	gelangt
1162	selbstverständlich
1163	richten
1164	unnütz
1165	ausgegeben
1166	aus einer
1167	aus dem
1168	gelebt
1169	gemetzget
1170	wird
1171	allen
1172	wolken
1173	geheit
1174	historischen
1175	losen
1176	junge
1177	schüler
1178	mein gott
1179	seist
1180	zeitungen
1181	überhaupt
1182	schmal
1183	zinsen
1184	anschaffen
1185	aushinlegen
1186	sie es
1187	schreinern
1188	geben es
1189	darum
1190	daraufgelegt
1191	liber
1192	vorher
1193	marsch
1194	musik
1195	ais
1196	platte
1197	nachrichten
1198	halbes
1199	uralter
1200	kopfhörern
1201	kopfhörer
1202	òu
1203	hinten
1204	vorne
1205	sorge
1206	verdunkelung
1207	dornenhag
1208	hag
1209	traute
1210	einnahmen
1211	teig
1212	halb zwölf
1213	holen
1214	motorrad
1215	töff
1216	geholt
1217	erleichterung
1218	heimlaufen
1219	hat mir
1220	gefürchtet
1221	tage
1222	fliegeralarm
1223	dusse
1224	meistens
1225	rekruten
1226	rekrutenschüler
1227	leutnäntlein
1228	abverdient
1229	umgegangen
1230	rs
1231	wahrscheinlich
1232	aktivdienst
1233	sind sie
1234	frische
1235	rekrütlein
1236	merkwürdigerweise
1237	unserein
1238	könnte
1239	leisten
1240	zu essen
1241	früchtekuchen
1242	spitz
1243	sind es
1244	eigentlich
1245	durcheinander
1246	vorige
1247	ende
1248	warum
1249	wegen
1250	bricht
1251	deutschen
1252	lärmen
1253	hat man
1254	sternswut
1255	so einen
1256	moment
1257	unten
1258	eingezogen
1259	schweiz
1260	verlassen
1261	aint
1262	deutschland
1263	schreinermeister
1264	wollen wir
1265	altes
1266	darananhin
1267	topolino
1268	dreitakter
1269	münchen
1270	dachau
1271	sehen
1272	zmittag
1273	gegessen
1274	vergöttert
1275	leid
1276	euch
1277	tischtuch
1278	passendes
1279	besteck
1280	gabel
1281	löffel
1282	geben euch
1283	was wir
1284	arm
1285	konzentrationslager
1286	ehrlich
1287	inhingekommen
1288	leichen
1289	verbrannt
1290	blut
1291	boden
1292	inhingelugt
1293	gestunken
1294	unserem
1295	schweizer
1296	darauf
1297	anhin
1298	gehängt
1299	zettel
1300	dafür
1301	dagegen
1302	berg
1303	aufhin
1304	leiterberg
1305	verscharrt
1306	ausgehoben
1307	richtig
1308	begraben
1309	gschooret
1310	leichenteile
1311	robert
1312	industrie
1313	kriegsmaterial
1314	wagen
1315	aufhingeheien
1316	fortführen
1317	militärdienst
1318	garten
1319	eingemauert
1320	an einer
1321	wand
1322	dass ihm
1323	niemand
1324	nääm
1325	mäuerlein
1326	darumumhin
1327	geahnt
1328	sobald
1329	dass wir
1330	daran
1331	bleiben
1332	flüchtlinge
1333	weit
1334	diele
1335	grossvater
1336	bedienen
1337	tisch
1338	verraten
1339	wären
1340	fernseh
1341	volk
1342	woran
1343	feindsender
1344	aussergewöhnlich
1345	strecken
1346	haufen
1347	schutt
1348	asche
1349	stadtteile
1350	heimgefahren
1351	wir es
1352	decke
1353	blaue
1354	milch
1355	gschwelt
1356	erdäpfel
1357	mageren
1358	käse
1359	sollen wir
1360	anlugen
1361	wahnsinnig
1362	schnell
1363	erholt
1364	werktag
1365	weggeräumt
1366	heilbronn
1367	unsinnig
1368	anstrengungen
1369	hier
1370	hülle
1371	fülle
1372	haben ihnen
1373	einem
1374	erlaubt
1375	inhinnehmen
1376	handwerker
1377	möchten
1378	weiteren
1379	ausbildung
1380	gebrüelt
1381	liebsten
1382	meisterschule
1383	grösser
1384	pensioniert
1385	schweizerischen
1386	alpenclub
1387	kriegszeit
1388	jugendlicher
1389	erlebt
1390	bodeneben
1391	mechanische
1392	luftschutz
1393	umgekommen
1394	kolossal
1395	gelitten
1396	da gewesen
1397	besucht
1398	schwere
1399	mausarm
1400	geschäfte
1401	geplündert
1402	schuld
1403	inzwischen
1404	sechzig
1405	gesundheitlich
1406	aufgegeben
1407	junger
1408	bursche
1409	posten
1410	oh
1411	ski fahren
1412	bergsteigen
1413	in einen
1414	kletterkurs
1415	strenge
1416	zmorgen
1417	gekränkelt
1418	ausgebaut
1419	inhingetan
1420	öfelein
1421	zentralheizung
1422	streng
1423	abgebrochen
1424	strasse
1425	voranhin
1426	hätten sie
1427	vorschriften
1428	diesen
1429	weg
1430	haben wir es
1431	trottoir
1432	land
1433	bauen
1434	bestanden
1435	zusammengebaut
1436	terässlein
1437	breit
1438	interessiert
1439	wortkarg
1440	abseits
1441	geheim
1442	leger
1443	tragisch
1444	ausgang
1445	dorf
1446	rendiert
1447	general
1448	guisan
1449	sogenannte
1450	reduit-strategie
1451	quasi
1452	würden
1453	besetzen
1454	mittelland
1455	ausliefern
1456	armee
1457	zieht
1458	alpenfestung
1459	wüsste
1460	vielleicht
1461	eher
1462	herzlich
1463	ihn
1464	ausgehalten
1465	zinken
1466	aushinstechen
1467	lehrbub
1468	edi
1469	allein
1470	gröbsten
1471	kindergarten
1472	abgeben
1473	buochserstrasse
1474	besetzt
1475	einundvierzig
1476	bundesfeier
1477	sechshundertfünfzig
1478	eidgenossenschaft
1479	gefeiert
1480	as
1481	fragen
1482	hundertfünfzig
1483	ech
1484	neunzehneinundvierzig
1485	neunzehnhunderteinundvierzig
1486	mager
1487	einbezogen
1488	verständnis
1489	beliebt
1490	expo
1491	landi
1492	neununddreissig
1493	zürich
1494	wobei
1495	gewählt
1496	unterbrochen
1497	erst
1498	aa
1499	weitergelaufen
1500	begegnet
1501	abgehärtet
1502	en
1503	aufnehmen
1504	zu ende
1505	gejubelt
1506	fröhlich
1507	aneinander
1508	fenstern
1509	gerufen
1510	habt ihr
1511	gottseidank
1512	beten
1513	danken
1514	wohl
1515	inhingegangen
1516	schier
1517	glauben
1518	normale
1519	euch es
1520	ufhusen
1521	kanton
1522	chef
1523	italiener
1524	bewacht
1525	meldung
1526	hallo
1527	gefestet
1528	höherer
1529	offizier
1530	nächti
1531	zu trinken
1532	nebenaushin
1533	geschlagen
1534	italienern
1535	lustig
1536	politisches
1537	irgendwie
1538	politisiert
1539	geschlafen
1540	eingekehrt
1541	gewaltige
1542	wirtschaftlich
1543	unsinniges
1544	plus
1545	gaden
1546	melken
1547	kräfte
1548	einhenken
1549	anbauschlacht
1550	doppelte
1551	auge
1552	zugedrückt
1553	stefanstag
1554	weihnachten
1555	weihnachtsurlaub
1556	welchem
1557	weihnacht
1558	eingegeben
1559	unserer
1560	rechnung
1561	fünfundzwanzigsten
1562	dezember
1563	sollen
1564	heiligabend
1565	gespürt
1566	telefoniert
1567	i
1568	kommandanten
1569	zusammenhang
1570	berner oberland
1571	grossmutter
1572	weihnachtsferien
1573	klasse
1574	grosseltern
1575	mool
1576	angetan
1577	hat ihm
1578	nachhinmögen
1579	schlechte
1580	schützen
1581	schiessen
1582	scheiben
1583	dänk
1584	lehren
1585	strecke
1586	wo sie
1587	zusammennehmen
1588	zielen
1589	verschiessen
1590	mut
1591	fangen
1592	freitag
1593	interview
1594	hans
1595	b***
1596	person
1597	zweiundzwanzigsten
1598	juli
1599	neunzehnhundertsechsundzwanzig
1600	gemeindeweibel
1601	spittelabwart
1602	heisst
1603	gemeindehaus
1604	abwart
1605	gemeindeverwaltung
1606	unterbracht
1607	sparkassen
1608	gemeinde
1609	geldinstitut
1610	oberen
1611	stock
1612	gefängniszellen
1613	kurz
1614	betrunkene
1615	eingeliefert
1616	verfehlungen
1617	inva
1618	inhaftiert
1619	angesehene
1620	rat
1621	vertreten
1622	roten
1623	mantel
1624	weibel
1625	dreispitzhut
1626	gemeinderat
1627	begleitet
1628	neunzehnhundertneununddreissig
1629	landesausstellung
1630	neunzehnhundertsechsunddreissig
1631	bundesbriefarchive
1632	eingeweht
1633	hausfrau
1634	teilweisse
1635	zögling
1636	zuunterst
1637	nämlich
1638	ne
1639	herberg
1640	derige
1641	wanderer
1642	gratis
1643	übernachten
1644	vierteljahre
1645	morgenessen
1646	grossbezüger
1647	lebensmittel
1648	dementsprechend
1649	eingerichtet
1650	zigeuner
1651	arbeitsscheue
1652	gezogen
1653	plan
1654	station
1655	einsiedeln
1656	nächste
1657	altdorf
1658	gewandert
1659	ecke
1660	gelegenheit
1661	ausgenützt
1662	wohnwagen
1663	festen
1664	wohnsitz
1665	ausgebrochen
1666	rein
1667	lebensmittelkarte
1668	sesshaft
1669	melden
1670	damit
1671	ch
1672	beziehen
1673	bezeichnen
1674	fahrende
1675	umgebung
1676	hauptsächlich
1677	nähe
1678	badanstalt
1679	lauerzersee
1680	schere
1681	schleifen
1682	haushalten
1683	sterne
1684	vorwand
1685	keines
1686	messer
1687	kleines
1688	baze
1689	erster
1690	linie
1691	sondern
1692	unterhalt
1693	tür
1694	komisch
1695	gefunden
1696	misstrauisch
1697	normal
1698	sorten
1699	eingefl
1700	eingefleischte
1701	geschlechter
1702	graf
1703	gerzunehr
1704	hauser
1705	betrunken
1706	friedlich
1707	gewalttätig
1708	gegenannt
1709	polizei
1710	gewisse
1711	original
1712	gekannt
1713	gutes
1714	verhältnis
1715	probleme
1716	geduldet
1717	teilweise
1718	unangenehm
1719	aufgefallen
1720	lassen
1721	betrinken
1722	wills
1723	überal
1724	schnaps
1725	bettelt
1726	ausfällig
1727	dreissigerjahre
1728	wirtschaftskrise
1729	vielen
1730	orten
1731	innerschweiz
1732	anstellung
1733	arbeitslosenzeit
1734	krisenzeit
1735	voll
1736	bauerndorf
1737	ländliche
1738	bauernbetrieben
1739	mittelstand
1740	ver
1741	handwerkerbetrieben
1742	kantonshauptort
1743	beamtin
1744	steuerverwaltung
1745	sekretären
1746	alter
1747	bundesarchive
1748	bundesbrief
1749	aufbewart
1750	is
1751	neuer
1752	gezügelt
1753	wichtig
1754	urschweiz
1755	eingebildet
1756	ereignis
1757	regierungsvertretung
1758	obwohl
1759	freske
1760	bundesarchiv
1761	modern
1762	einverstanden
1763	anschlag
1764	studenten
1765	kollegin
1766	verun
1767	dulden
1768	moderne
1769	art
1770	maler
1771	danjot
1772	urnerland
1773	fresken
1774	irgendeinest
1775	plakat
1776	gehangen
1777	gerühmt
1778	danijott
1779	graus
1780	sapperländern
1781	heldenhaft
1782	verschenkten
1783	freundschaft
1784	weckten
1785	antwort
1786	grund
1787	panfleht
1788	aufgehängt
1789	sechsunddreissig
1790	zehnjährig
1791	blein
1792	umzug
1793	archive
1794	neuen
1795	durchgeführt
1796	heldensage
1797	winkelried
1798	gegolten
1799	patriotisch
1800	instruiert
1801	wollte
1802	aufgeklärt
1803	geschichte
1804	hauptfa
1805	beine
1806	grössere
1807	fächer
1808	herrenhäuser
1809	patrizierhäuser
1810	vonatlingen
1811	kriegszüge
1812	finanziert
1813	innerschweizer
1814	beispiel
1815	gefühlt
1816	zuerste
1817	schriften
1818	reicht
1819	schönen
1820	saal
1821	ansprechsbar
1822	gebei
1823	polizeigebäude
1824	untergebracht
1825	blakt
1826	ben
1827	gemeindebürger
1828	kantonsbürger
1829	kantonen
1830	zeigt
1831	erniedrigend
1832	speziell
1833	erwähnen
1834	berne
1835	stimme
1836	anonim
1837	stimmen
1838	rathaus
1839	ringsumen
1840	landamann
1841	portre
1842	waffen
1843	präsentiert
1844	loch
1845	lokalga
1846	historisches
1847	anonims
1848	graben
1849	katholischkonservativ
1850	liberal
1851	reformiert
1852	katholisch
1853	spürbar
1854	einzigen
1855	reformierten
1856	nachteil
1857	erlitten
1858	politisch
1859	klar
1860	sch
1861	genannten
1862	freisinnige
1863	liberale
1864	eingestuft
1865	abspaltung
1866	christlichsozial
1867	sp
1868	verschwindend
1869	kreis
1870	toleriert
1871	jeder
1872	diskriminierung
1873	religiös
1874	pragt
1875	jeden
1876	frühmesse
1877	schülermesse
1878	ersch
1879	kollegen
1880	masse
1881	einfluss
1882	religiosität
1883	professoren
1884	geistlichen
1885	stand
1886	nachträglich
1887	umgewandelt
1888	kantonsschule
1889	weltliche
1890	meint
1891	prägt
1892	ausgewirkt
1893	k
1894	auskunft
1895	grundsätzen
1896	grundsatz
1897	nennen
1898	nebenander
1899	aufgewachsen
1900	figur
1901	sottige
1902	beitgang
1903	gewalfahrtet
1904	stücke
1905	hälfte
1906	davon
1907	südostbahn
1908	bitgang
1909	religiöse
1910	genannte
1911	flurprozession
1912	gedähenn
1913	feldfrüchte
1914	felder
1915	geistlichkeit
